订单编号,新单续保,起保日,保期,初始保费,批改保费,已赚保费,报案数量,累计赔付金额,赔付比例,保额,伤残,省份,城市,行业,新单承保人数,最终承保人数,30周岁以下（男）,30-39周岁（男）,40-49周岁（男）,50-59周岁（男）,60-64周岁（男）,65周岁以上（男）,30周岁以下（女）,30-39周岁（女）,40-49周岁（女）,50-59周岁（女）,60-64周岁（女）,65周岁以上（女）,一类参保,二类参保,三类参保,四类参保,五类参保,一类未参保,二类未参保,三类未参保,四类未参保,五类未参保,涉高一类参保,涉高二类参保,涉高三类参保,涉高四类参保,涉高五类参保,涉高一类未参保,涉高二类未参保,涉高三类未参保,涉高四类未参保,涉高五类未参保,涉高率,参保率,批改率
BBD0747E786AFA_2,续保,2025/2/20 0:00,365,339500,0,26043.83536,2,29000,1.114,1000000,十级伤残:10%,江苏省,常州市,C03499,194,194,37,69,37,8,0,0,7,29,6,1,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0.237
94A3445E76342B,续保,2025/2/20 0:00,365,21000,8169.84,2025.204228,0,0,0,1000000,十级伤残:10%,安徽省,合肥市,C03499,15,21,2,3,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19
BC48A4BE8FC114_1,续保,2025/2/20 0:00,365,183750,101869.2,20635.6182,2,7500,0.363,1000000,十级伤残:10%,江苏省,常州市,C03499,105,164,27,40,39,15,0,0,8,14,16,5,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0.274
6BE5F48D5CFA0E_2,新单,2025/2/20 0:00,365,15030,0,1152.98629,0,0,0,600000,十级伤残:10%,江苏省,常州市,M0759,10,10,3,1,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BD9C1475D36948_1,新单,2025/2/20 0:00,365,19744,0,1514.608204,0,0,0,300000,十级伤残:10%,江苏省,无锡市,C03423,16,16,0,1,2,3,3,2,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
A2B1943B37960B,续保,2025/2/20 0:00,365,32151.6,8700.99,2921.537946,0,0,0,800000,十级伤残:10%,浙江省,嘉兴市,C03359,18,23,1,7,7,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.043
DDA2447F5DDF5C,续保,2025/2/20 0:00,365,7108.5,0,545.3095836,0,0,0,100000,十级伤残:3%,河南省,南阳市,E04899,25,25,0,1,7,11,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0
68BD3493951482_1,新单,2025/2/20 0:00,365,42230,3108.73,3460.236426,0,0,0,500000,十级伤残:5%,江苏省,苏州市,C03859,55,59,3,1,2,3,2,1,1,5,13,24,4,0,0,0,0,4,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0.051
3F23D49709EB56,新单,2025/2/20 0:00,365,11996.9,2016.56,982.1797143,0,0,0,300000,十级伤残:5%,浙江省,湖州市,C03435,17,20,4,7,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
480E849FA51018_1,新单,2025/2/20 0:00,365,6293.7,0,482.8043787,0,0,0,300000,十级伤残:5%,江苏省,南通市,M0759,9,9,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111
CCAF340FC69BD9,新单,2025/2/20 0:00,365,3664.8,0,281.1353397,0,0,0,300000,十级伤残:5%,浙江省,湖州市,C03831,6,6,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5A41D4F6E420C2,续保,2025/2/20 0:00,365,32404.05,6297.33,2799.472912,0,0,0,800000,十级伤残:5%,江苏省,徐州市,E04999,15,18,2,6,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0
8D01E47C7DD95F,续保,2025/2/21 0:00,365,15040,0,1112.547934,0,0,0,600000,十级伤残:10%,江苏省,南通市,E0479,10,10,0,2,1,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
620A24E88DCEE6_1,新单,2025/2/21 0:00,365,20415.5,0,1510.187656,0,0,0,500000,十级伤残:5%,江苏省,苏州市,C02019,19,19,1,5,9,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1237F4E7202960,续保,2025/2/21 0:00,365,27557.2,0,2038.477788,0,0,0,800000,十级伤残:10%,江苏省,常州市,M0732,10,10,1,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0
C66D542F5DD8A1_1,新单,2025/2/21 0:00,365,13625,0,1007.876702,1,17000,16.867,500000,十级伤残:10%,江苏省,无锡市,C03399,10,10,2,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
F20224F8E94CBB_1,新单,2025/2/21 0:00,365,12600,0,932.0547852,0,0,0,200000,十级伤残:10%,江苏省,无锡市,C03429,18,18,1,0,2,5,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
18BF24052E37D1,续保,2025/2/21 0:00,365,70514,7785.72,5712.147157,0,0,0,1000000,十级伤残:5%,福建省,宁德市,C03099,29,32,1,15,7,5,2,0,0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0.094
2E7954F28F0253_1,新单,2025/2/21 0:00,365,12521.3,0,926.2331414,0,0,0,500000,十级伤残:10%,江苏省,无锡市,C03489,10,10,0,1,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
D601443F80BA6B,新单,2025/2/21 0:00,365,10624.5,0,785.9219099,0,0,0,300000,十级伤残:10%,江苏省,苏州市,C03399,10,10,1,0,2,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
4772F4BBEBE899_1,续保,2025/2/21 0:00,365,21941.64,0,1623.080203,0,0,0,800000,十级伤残:5%,江苏省,无锡市,E04999,12,12,0,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0
8CA674609CD81B_1,新单,2025/2/21 0:00,365,42187.5,16435.78,3929.793963,0,0,0,500000,十级伤残:10%,安徽省,宣城市,C03499,25,35,9,2,4,12,0,1,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0.229
F0EE14118DDC00_1,续保,2025/2/21 0:00,365,50838.3,0,3760.641332,0,0,0,800000,十级伤残:10%,江苏省,常州市,C03359,19,19,7,1,6,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0.053
E574C476DA8B70,续保,2025/2/21 0:00,365,16875,0,1248.287659,0,0,0,500000,十级伤残:10%,江苏省,常州市,C03399,10,10,1,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
6E7C04FD1ED6BB,续保,2025/2/21 0:00,365,5800,0,429.0410916,0,0,0,300000,十级伤残:10%,江苏省,无锡市,C0183,10,10,0,0,0,1,0,0,0,2,2,4,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241D3423421992_1,新单,2025/2/21 0:00,181,31745,0,4735.441966,0,0,0,600000,十级伤残:5%,浙江省,杭州市,E04819,35,35,3,11,4,12,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
842BD42AEF2297_2,新单,2025/2/21 0:00,365,12756.25,0,943.6130043,0,0,0,500000,十级伤残:10%,江苏省,常州市,C02919,13,13,6,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42E3C469A4B3F3_1,新单,2025/2/21 0:00,365,16547.13,0,1224.034262,0,0,0,500000,十级伤残:3%,浙江省,杭州市,N0781,22,22,0,0,4,8,6,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB9F5456102463_1,新单,2025/2/21 0:00,365,11400,0,843.2876628,0,0,0,500000,十级伤残:5%,安徽省,滁州市,C0419,10,10,0,1,2,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
FAF944846A67FE,新单,2025/2/21 0:00,365,4712.7,0,348.6106814,0,0,0,300000,十级伤残:5%,江苏省,常州市,H0621,17,17,0,0,2,0,1,0,0,1,1,10,1,1,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A844E4C6967BF2_1,续保,2025/2/21 0:00,365,19020,11025.52,2158.205429,0,0,0,1000000,十级伤残:5%,广东省,清远市,E04999,12,19,4,4,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2429E49B309A71,续保,2025/2/22 0:00,365,15230,0,1084.876701,0,0,0,600000,十级伤残:10%,江苏省,常州市,C03499,10,10,1,4,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.2
4156F4176316FF_2,新单,2025/2/22 0:00,365,20891.75,2321.76,1623.615436,0,0,0,600000,十级伤残:10%,江苏省,无锡市,C02919,18,20,0,1,4,10,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.1
F145E4A56E5542_1,新单,2025/2/22 0:00,365,36050,1013.07,2624.383619,0,0,0,300000,十级伤残:10%,江苏省,无锡市,C03429,35,36,0,1,1,3,2,0,0,1,8,18,2,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0.139
C5DFA4AC658DA8,续保,2025/2/22 0:00,365,10792.44,0,768.7765403,0,0,0,300000,十级伤残:5%,广东省,广州市,G05439,20,20,4,3,12,1,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BC366433C4ECEE_2,新单,2025/2/22 0:00,365,85840,14873.44,6982.247605,0,0,0,600000,十级伤残:5%,江苏省,宿迁市,E04999,74,87,10,23,30,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0.241
DF2954C1E51454_1,新单,2025/2/22 0:00,365,6732,1346.4,575.4476655,0,0,0,400000,十级伤残:5%,江苏省,南京市,C03499,5,6,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8EFAB41E0571CC_2,新单,2025/2/22 0:00,365,31197.2,3931.71,2374.629288,0,0,0,600000,十级伤残:5%,浙江省,温州市,C03393,23,26,1,2,2,12,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.038
7194340E853417_2,新单,2025/2/22 0:00,365,4050,0,288.4931478,0,0,0,100000,十级伤残:10%,江苏省,无锡市,F05219,10,10,0,3,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.2
45E8D4E6361CF3_1,新单,2025/2/22 0:00,365,14626.44,0,1041.883387,0,0,0,800000,十级伤残:5%,江苏省,常州市,C0367,10,10,0,0,0,0,1,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
B6DD244A46803D,新单,2025/2/22 0:00,365,17212.5,0,1226.095878,0,0,0,500000,十级伤残:10%,江苏省,苏州市,C0409,10,10,3,2,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.5
C24B248E2FE7E9,续保,2025/2/22 0:00,365,24054.8,0,1713.492586,0,0,0,800000,十级伤残:10%,江苏省,苏州市,C03311,11,11,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
632C34A0142368,新单,2025/2/22 0:00,365,9583.56,4752.42,984.6138753,0,0,0,300000,十级伤残:5%,江苏省,常州市,E0509,12,18,0,2,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.222
7298944892876D_4,新单,2025/2/22 0:00,365,21225.6,0,1511.960533,0,0,0,800000,十级伤残:5%,浙江省,金华市,E04999,10,10,1,3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.6,0,0
55DF34DACCB5C4,新单,2025/2/22 0:00,365,14662,0,1044.416428,0,0,0,600000,十级伤残:5%,江苏省,泰州市,C03389,10,10,0,4,1,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
695CA448BACC85,新单,2025/2/22 0:00,365,6022.5,0,428.9999957,0,0,0,100000,十级伤残:3%,广东省,东莞市,M07519,25,25,11,3,1,3,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504314F97BE412,新单,2025/2/22 0:00,365,13460.29,0,958.8151685,0,0,0,500000,十级伤残:5%,上海,上海市,F05242,23,23,0,0,0,1,0,0,1,1,13,7,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087
8E9F047FE2D21B,续保,2025/2/22 0:00,365,8112,0,577.8410901,0,0,0,500000,十级伤残:10%,江苏省,常州市,H0621,12,12,1,3,2,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9E2BB4F97BE5FE,新单,2025/2/22 0:00,365,108888,0,7756.405402,0,0,0,600000,十级伤残:5%,江苏省,南通市,C0419,104,104,17,15,27,21,0,0,0,6,10,8,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0.067
0706343C00CD35_1,续保,2025/2/22 0:00,365,7870.56,0,560.6426245,0,0,0,200000,十级伤残:5%,江苏省,常州市,C02439,21,21,0,0,1,1,0,0,1,7,5,6,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7B94148E47C785,新单,2025/2/22 0:00,365,13901.71,2141.64,1103.921241,0,0,0,800000,十级伤残:5%,江苏省,常州市,E0479,10,11,1,6,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,5,2,0,0,0,0,0,0,0,0,0,1,0.091,0,0.091
8002C46107F400,续保,2025/2/22 0:00,365,34916.7,13061.55,3075.906532,0,0,0,1000000,十级伤残:5%,江西省,赣州市,E0509,13,18,2,5,6,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0.556
67F8C4DCB86A3F,新单,2025/2/22 0:00,365,8850,0,630.4109526,0,0,0,600000,十级伤残:5%,广东省,广州市,E04999,5,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
FD4D8484657A77,新单,2025/2/22 0:00,365,10287,0,732.7725954,0,0,0,300000,十级伤残:10%,江苏省,常州市,C0367,10,10,1,1,1,2,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
7632F43DD8C89B_1,新单,2025/2/22 0:00,365,18562.5,11535.11,1710.616545,0,0,0,500000,十级伤残:10%,江苏省,无锡市,C03489,11,18,0,6,4,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.333
B2BF043AEE3860,新单,2025/2/22 0:00,365,10460,0,745.095883,0,0,0,300000,十级伤残:10%,浙江省,金华市,C03399,10,10,2,0,4,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.2
578E24C817879C,续保,2025/2/23 0:00,365,17139.1,0,1173.910947,0,0,0,300000,十级伤残:10%,江苏省,常州市,C03799,33,33,0,2,7,15,1,0,0,2,2,4,0,0,0,0,0,0,0,8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C245C45093F8E0,新单,2025/2/23 0:00,365,27300,675.07,1892.876745,0,0,0,200000,十级伤残:10%,江苏省,无锡市,C03429,39,40,0,1,3,2,2,0,0,2,6,20,4,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0.1
538674FE92DA75_2,续保,2025/2/23 0:00,365,22550,0,1544.520533,0,0,0,600000,十级伤残:10%,江苏省,常州市,C03259,10,10,0,1,1,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.3
092E140FCFE2BA,新单,2025/2/23 0:00,365,22173.75,2038.21,1582.62552,0,0,0,500000,十级伤残:10%,江苏省,苏州市,C03329,15,17,0,1,1,0,0,1,1,0,0,9,3,1,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.118
B711547D05318A,续保,2025/2/23 0:00,365,9504,0,650.9588976,0,0,0,300000,十级伤残:10%,江苏省,常州市,C03484,12,12,0,1,3,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
6FB7144C5FA83A,续保,2025/2/23 0:00,365,44200,0,3027.39723,1,73000,24.113,1000000,十级伤残:10%,江苏省,常州市,C02239,13,13,1,2,1,2,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.077
9F35A4024050A6_1,新单,2025/2/23 0:00,365,42400,0,2904.10956,0,0,0,500000,十级伤残:10%,江苏省,常州市,C02929,40,40,8,9,5,5,4,0,1,4,2,0,1,1,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125
DCF614D995D908,新单,2025/2/23 0:00,365,13600,0,931.50684,0,0,0,500000,十级伤残:5%,江苏省,常州市,E04899,10,10,2,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.8,0,0.9
DC85F4EDA3BE41,续保,2025/2/23 0:00,365,5940,0,406.849311,0,0,0,100000,十级伤残:10%,江苏省,常州市,C03484,18,18,10,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.222
3CC4E477B78C6F_1,续保,2025/2/23 0:00,365,108015,0,7398.287597,0,0,0,1000000,十级伤残:10%,山东省,烟台市,C03321,72,72,1,6,9,20,8,2,1,2,1,21,1,0,0,0,0,0,0,0,4,39,14,13,0,0,0,0,0,0,0,0,0,2,0.028,0,0.042
68C9F4A2C2314A_1,续保,2025/2/23 0:00,365,13383.6,0,916.6849223,0,0,0,600000,十级伤残:10%,山东省,烟台市,C03321,18,18,0,4,1,6,0,0,1,5,1,0,0,0,0,0,0,0,0,0,12,2,0,3,0,0,0,0,0,0,0,0,0,1,0.056,0,0
35393486D4DC50,新单,2025/2/23 0:00,365,14666.47,0,1004.55273,0,0,0,300000,十级伤残:10%,浙江省,金华市,C03499,13,13,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.154
4C6AB4301A2B1A,新单,2025/2/23 0:00,365,2373.55,1400.73,236.7052587,0,0,0,200000,十级伤残:5%,上海,上海市,E0491,5,8,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7933D47E1A4B81,新单,2025/2/23 0:00,365,7330.5,0,502.0890361,0,0,0,200000,十级伤残:10%,浙江省,金华市,C0419,10,10,0,1,3,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.1
B65754922BF311,新单,2025/2/23 0:00,365,41085.09,0,2814.047232,0,0,0,800000,十级伤残:5%,安徽省,宣城市,C0419,17,17,0,0,4,10,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0.294
EAE144CB7C4580,新单,2025/2/23 0:00,365,6993,2643.92,517.2902775,0,0,0,200000,十级伤残:10%,浙江省,金华市,C0419,10,14,1,3,4,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
990B9464284B0A,新单,2025/2/23 0:00,365,15972.6,0,1094.013688,0,0,0,300000,十级伤残:5%,浙江省,湖州市,C03429,21,21,7,3,0,5,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
1B59747FCA2881,续保,2025/2/24 0:00,365,38520,0,2532.821892,0,0,0,800000,十级伤残:5%,河南省,洛阳市,E0492,18,18,0,5,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0
927AB4D0B30594,续保,2025/2/24 0:00,365,29972.25,0,1970.778062,1,11000,5.582,1000000,十级伤残:10%,江苏省,南通市,E0492,15,15,1,6,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
A54A04FF62187B,续保,2025/2/24 0:00,365,12845,0,844.6027313,0,0,0,500000,十级伤残:5%,江苏省,常州市,L07113,10,10,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.9,0,0
284734E92D3023,续保,2025/2/24 0:00,365,18282,0,1202.104098,0,0,0,800000,十级伤残:5%,江苏省,南通市,C03311,11,11,0,2,2,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.273
DB80B4E1C8766C,续保,2025/2/24 0:00,365,11105,0,730.1917735,0,0,0,800000,十级伤残:10%,江苏省,苏州市,C03322,10,10,0,1,1,0,1,0,0,2,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1
CF6474E564A67B,新单,2025/2/24 0:00,365,7692.3,0,505.7950634,0,0,0,200000,十级伤残:10%,江苏省,常州市,C03219,11,11,3,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
6054F4E667416C,续保,2025/2/24 0:00,365,18416.4,0,1210.941358,0,0,0,800000,十级伤残:10%,安徽省,宣城市,C0419,10,10,0,2,1,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0.1
5DAEE47B02E8E5,续保,2025/2/24 0:00,365,42782.87,0,2813.120191,2,78000,27.727,1000000,十级伤残:5%,江苏省,苏州市,E0471,19,19,0,0,4,11,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0.158
CD2DE4827CC204_1,续保,2025/2/24 0:00,365,18498.38,0,1216.331823,0,0,0,500000,十级伤残:3%,山东省,淄博市,E0479,14,14,0,1,0,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,1,0.143,0.357
C154E46C1F15D9,新单,2025/2/24 0:00,365,21360,8247.52,1669.787027,0,0,0,800000,十级伤残:5%,浙江省,嘉兴市,C03489,15,21,0,0,0,1,8,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048
B3007404BBB1FB_3,续保,2025/2/25 0:00,365,15230,0,959.6986205,0,0,0,600000,十级伤残:10%,江苏省,常州市,C03899,10,10,0,1,1,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
52C84459E40D91,新单,2025/2/25 0:00,365,12576.6,0,792.4980743,0,0,0,100000,十级伤残:10%,江苏省,无锡市,C03429,34,34,0,0,1,5,3,1,0,0,1,20,2,1,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
0D6B14C8658641_1,续保,2025/2/25 0:00,365,21613,0,1361.915055,0,0,0,800000,十级伤残:10%,江苏省,苏州市,C03399,10,10,0,0,0,4,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
FDB974630BDDE8_3,续保,2025/2/25 0:00,365,22349,1534,1489.029977,0,0,0,800000,十级伤残:10%,江苏省,常州市,M0731,11,12,1,4,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.083
C19F74DA5A47DE_1,新单,2025/2/25 0:00,365,10180,0,641.4794456,0,0,0,600000,十级伤残:10%,浙江省,绍兴市,C02659,10,10,0,0,1,1,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
DD70C4BF276A6A_1,续保,2025/2/25 0:00,365,35224,1969.82,2247.97807,0,0,0,800000,十级伤残:10%,江苏省,苏州市,C03399,17,18,0,2,3,10,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.056
049084760F50B3,续保,2025/2/25 0:00,365,17073,0,1075.832866,0,0,0,600000,十级伤残:10%,浙江省,宁波市,E04999,10,10,0,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0
5A1034FBEB4B66,新单,2025/2/25 0:00,365,18096,0,1140.295879,0,0,0,500000,十级伤残:5%,江苏省,泰州市,C03389,12,12,0,0,2,5,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
BF7E44F902D3DC_1,新单,2025/2/25 0:00,365,25312.5,0,1595.034231,0,0,0,500000,十级伤残:10%,江苏省,南通市,C03499,15,15,0,2,0,5,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.067
