订单编号,新单续保,起保日,保期,初始保费,批改保费,已赚保费,报案数量,累计赔付金额,赔付比例,保额,伤残,省份,城市,新单承保人数,最终承保人数,30周岁以下（男）,30-39周岁（男）,40-49周岁（男）,50-59周岁（男）,60-64周岁（男）,65周岁以上（男）,30周岁以下（女）,30-39周岁（女）,40-49周岁（女）,50-59周岁（女）,60-64周岁（女）,65周岁以上（女）,一类参保,二类参保,三类参保,四类参保,五类参保,一类未参保,二类未参保,三类未参保,四类未参保,五类未参保,涉高一类参保,涉高二类参保,涉高三类参保,涉高四类参保,涉高五类参保,涉高一类未参保,涉高二类未参保,涉高三类未参保,涉高四类未参保,涉高五类未参保,涉高率,参保率,批改率,行业1级,行业2级,行业3级,行业4级
A0B8A4196B4C09,新单,2025-03-16 00:00:00,365,15636.0,0.0,3555.58355736,0,0,0.0,500000,十级伤残:10%,江苏省,苏州市,12,12,2,3,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C029|橡胶和塑料制品业,C0292|塑料制品业,C02929|塑料零件及其他塑料制品制造
11DBA41D5FD22E,续保,2025-03-16 00:00:00,365,9230.0,0.0,2098.8767098,0,0,0.0,400000,十级伤残:5%,江苏省,苏州市,10,10,0,2,2,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C021|家具制造业,C0211|木质家具制造,
36C3744A0C0208,续保,2025-03-16 00:00:00,365,6867.0,909.33,1712.94290103193,0,0,0.0,200000,十级伤残:5%,江苏省,苏州市,21,24,2,7,4,1,0,0,1,6,1,2,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.042,C|制造业,C018|纺织服装、服饰业,C0183|服饰制造,
6AA8B4D37D78FC_1,续保,2025-03-16 00:00:00,365,31970.4,0.0,7269.981361104,0,0,0.0,800000,十级伤残:5%,江苏省,苏州市,16,16,3,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.0,0.0,0.125,E|建筑业,E049|建筑安装业,E0492|管道和设备安装,
B8AF0464176CD1,续保,2025-03-16 00:00:00,365,792060.0,0.0,180112.2737556,2,4000,0.022,1000000,十级伤残:10%,江苏省,常州市,307,307,45,65,43,99,29,8,3,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,1.0,0.0,0.094,E|建筑业,E049|建筑安装业,E0492|管道和设备安装,
42A6E4D01151F5_1,新单,2025-03-16 00:00:00,365,7034.04,0.0,1599.5214227304,1,2695,1.685,100000,十级伤残:5%,浙江省,金华市,26,26,3,9,7,1,0,0,2,0,1,3,0,0,0,0,0,0,0,0,8,0,2,16,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.077,C|制造业,C033|金属制品业,C0339|铸造及其他金属制品制造,C03399|其他未列明金属制品制造
95B36414588772,新单,2025-03-16 00:00:00,365,4260.0,0.0,968.7123276,0,0,0.0,100000,十级伤残:5%,浙江省,嘉兴市,10,10,0,2,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.0,0.0,0.0,E|建筑业,E049|建筑安装业,E0499|其他建筑安装业,E04999|其他建筑安装
7196544825CB18_2,续保,2025-03-17 00:00:00,365,57750.0,0.0,12973.9725885,0,0,0.0,800000,十级伤残:10%,江苏省,无锡市,22,22,1,4,8,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C033|金属制品业,C0331|结构性金属制品制造,C03311|金属结构制造
EA0B2455DF8B9B,新单,2025-03-17 00:00:00,365,11287.5,0.0,2535.821915025,0,0,0.0,500000,十级伤残:5%,江苏省,淮安市,10,10,0,1,0,1,3,1,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C020|木材加工和木、竹、藤、棕、草制品业,C0202|人造板制造,C02021|胶合板制造
22BB44EA3A3D4C_2,续保,2025-03-17 00:00:00,365,15760.0,1603.48,3703.49594124748,0,0,0.0,800000,十级伤残:10%,江苏省,常州市,10,11,0,4,2,0,0,1,0,1,1,1,1,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C034|通用设备制造业,C0342|金属加工机械制造,C03429|其他金属加工机械制造
909A14049EEC73_1,续保,2025-03-17 00:00:00,365,19516.35,0.0,4384.4950636809,0,0,0.0,1000000,十级伤残:5%,安徽省,安庆市,10,10,0,2,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.7,0.0,0.0,E|建筑业,E050|建筑装饰、装修和其他建筑业,E0509|其他未列明建筑业,
AB95447D386F4B_1,新单,2025-03-17 00:00:00,365,24662.4,0.0,5540.5939665216,1,3000,0.541,200000,十级伤残:10%,江苏省,苏州市,29,29,0,2,3,7,1,1,0,3,5,6,1,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C033|金属制品业,C0339|铸造及其他金属制品制造,C03399|其他未列明金属制品制造
4E7BE4F53FE91E,新单,2025-03-17 00:00:00,365,14399.0,20034.39,7639.37224793953,0,0,0.0,500000,十级伤残:5%,安徽省,蚌埠市,20,48,1,8,10,17,5,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.042,C|制造业,C029|橡胶和塑料制品业,C0292|塑料制品业,C02927|曰用塑料制品制造
652DB458EE27F1_1,新单,2025-03-17 00:00:00,365,4715.2,0.0,1059.3052043168,0,0,0.0,200000,十级伤残:5%,江苏省,南通市,10,10,1,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,C|制造业,C041|其他制造业,C0419|其他未列明制造业,
D1D0D407D52CF4_4,新单,2025-03-17 00:00:00,275,31634.16,4098.05,9830.554453076278,1,14000,1.424,600000,十级伤残:5%,陕西省,榆林市,24,28,2,1,5,15,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.143,O|居民服务、修理和其他服务业,O082|其他服务业,O0829|其他未列明服务业,
58F854906F12BA,续保,2025-03-18 00:00:00,365,15160.0,0.0,3364.27396928,0,0,0.0,500000,十级伤残:10%,江苏省,苏州市,10,10,1,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,C|制造业,C038|电气机械和器材制造业,C0389|其他电气机械及器材制造,C03899|其他未列明电气机械及器材制造
3153A4DA28DF21,续保,2025-03-18 00:00:00,365,38574.0,0.0,8560.257525792,0,0,0.0,700000,十级伤残:10%,江苏省,无锡市,20,20,0,3,3,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0.45,0.0,0.0,C|制造业,C032|有色金属冶炼和压延加工业,C0325|有色金属压延加工,C03252|铝压延加工
1D7F84E119A6E1,新单,2025-03-18 00:00:00,365,18562.5,0.0,4119.349311,0,0,0.0,500000,十级伤残:10%,江苏省,常州市,11,11,0,1,0,4,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.091,C|制造业,C034|通用设备制造业,C0342|金属加工机械制造,C03424|金属切割及焊接设备制造
A9BE04A364AC08_1,续保,2025-03-18 00:00:00,365,66354.0,1148.91,15314.13875197992,0,0,0.0,800000,十级伤残:10%,浙江省,绍兴市,25,25,0,3,4,4,3,1,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.48,C|制造业,C033|金属制品业,C0332|金属工具制造,C03329|其他金属工具制造
605E642EB20C31_1,新单,2025-03-18 00:00:00,365,2635.0,1187.76,807.6972781241,1,2000,2.476,100000,十级伤残:5%,江苏省,常州市,17,25,0,1,1,1,8,0,0,1,1,6,5,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.12,N|水利、环境和公共设施管理业,N078|公共设施管理业,N0784|绿化管理,
3CCC0443102EB2_1,续保,2025-03-18 00:00:00,365,9504.0,0.0,2109.106847232,0,0,0.0,300000,十级伤残:10%,江苏省,常州市,11,11,0,2,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C033|金属制品业,C0339|铸造及其他金属制品制造,C03399|其他未列明金属制品制造
C919A4A2FC3451_1,续保,2025-03-18 00:00:00,365,28787.0,0.0,6388.347938896,0,0,0.0,1000000,十级伤残:10%,上海,上海市,11,11,4,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,0.0,0.455,C|制造业,C038|电气机械和器材制造业,C0389|其他电气机械及器材制造,C03899|其他未列明电气机械及器材制造
027444DB5F8193,新单,2025-03-18 00:00:00,365,24912.33,0.0,5528.48966577264,0,0,0.0,300000,十级伤残:5%,江苏省,苏州市,51,51,7,18,11,6,1,0,4,2,2,0,0,0,7,8,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.059,C|制造业,C038|电气机械和器材制造业,C0382|输配电及控制设备制造,C03829|其他输配电及控制设备制造
C24F541853EAFD_1,续保,2025-03-18 00:00:00,365,9312.5,0.0,2066.609587,0,0,0.0,400000,十级伤残:10%,浙江省,金华市,11,11,2,3,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,8,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C033|金属制品业,C0338|金属制日用品制造,C03389|其他金属制日用品制造
A3A6143F2069CC,新单,2025-03-18 00:00:00,365,14401.8,0.0,3196.0158872544,0,0,0.0,300000,十级伤残:10%,江苏省,常州市,14,14,1,0,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C035|专用设备制造业,C0359|环保、邮政、社会公共服务及其他专 用设备制造,C03599|其他专用设备制造
54D0743C1334E3_2,续保,2025-03-18 00:00:00,365,19771.2,0.0,4387.5813655296,0,0,0.0,600000,十级伤残:10%,浙江省,金华市,10,10,0,4,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,C|制造业,C033|金属制品业,C0338|金属制日用品制造,C03389|其他金属制日用品制造
6B86342449120E_2,续保,2025-03-18 00:00:00,365,11391.6,0.0,2527.9989016128,0,0,0.0,500000,十级伤残:10%,江苏省,常州市,10,10,1,1,3,1,0,0,0,1,1,2,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C034|通用设备制造业,C0349|其他通用设备制造业,C03499|其他未列明通用设备制造业
2F65A49A962A18,续保,2025-03-18 00:00:00,365,20812.0,0.0,4618.553420096,0,0,0.0,300000,十级伤残:10%,江苏省,无锡市,40,40,3,5,9,13,2,0,0,1,3,3,1,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,C|制造业,C017|纺织业,C0171|棉纺织及印染精加工,C01713|棉印染精加工
EE9A042BD019EF,新单,2025-03-18 00:00:00,365,10530.0,0.0,2336.79451824,0,0,0.0,500000,十级伤残:10%,江苏省,苏州市,10,10,0,3,0,1,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C017|纺织业,C0171|棉纺织及印染精加工,C01711|棉纺纱加工
788594DB1E7CD0,新单,2025-03-18 00:00:00,365,6520.5,1079.01,1511.32684057434,0,0,0.0,300000,十级伤残:10%,浙江省,金华市,10,12,6,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.417,C|制造业,C041|其他制造业,C0419|其他未列明制造业,
6450548661B55B_3,新单,2025-03-18 00:00:00,365,39271.5,1814.64,8880.54035904832,0,0,0.0,500000,十级伤残:10%,江苏省,常州市,45,47,0,1,2,14,8,1,0,0,3,18,0,0,0,0,0,0,0,0,20,5,21,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C017|纺织业,C0176|针织或钩针编织物及其制品制造,C01762|针织或钩针编织物印染精加工
1100248DECB71D_1,新单,2025-03-18 00:00:00,365,17733.0,0.0,3935.268489264,0,0,0.0,500000,十级伤残:5%,上海,上海市,19,19,0,1,3,7,0,0,0,1,5,2,0,0,0,0,0,0,0,5,3,1,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C036|汽车制造业,C0367|汽车零部件及配件制造,
EAD834C3FDEE5E,续保,2025-03-18 00:00:00,31,33230.07,0.0,33230.07,0,0,0.0,600000,十级伤残:5%,山西省,运城市,153,153,0,0,5,25,25,12,0,1,7,25,35,18,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.026,N|水利、环境和公共设施管理业,N078|公共设施管理业,N0782|环境卫生管理,
33A004C0F7A0CB,续保,2025-03-19 00:00:00,365,11987.2,0.0,2627.3315045504,0,0,0.0,400000,十级伤残:10%,安徽省,蚌埠市,13,13,0,0,2,5,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C041|其他制造业,C0419|其他未列明制造业,
BEAF54490B4D4B,续保,2025-03-19 00:00:00,365,15500.0,0.0,3397.260271,0,0,0.0,600000,十级伤残:10%,江苏省,常州市,10,10,1,2,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C034|通用设备制造业,C0348|通用零部件制造,C03484|机械零部件加工
0C83E46570E35A,续保,2025-03-19 00:00:00,365,12740.0,0.0,2792.32876468,1,2000,0.716,500000,十级伤残:10%,江苏省,常州市,10,10,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C034|通用设备制造业,C0348|通用零部件制造,C03484|机械零部件加工
49BBF4F08BDEBC,续保,2025-03-19 00:00:00,365,16730.0,0.0,3666.84931186,0,0,0.0,600000,十级伤残:10%,江苏省,常州市,10,10,0,3,1,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C041|其他制造业,C0419|其他未列明制造业,
A4C114D730B2D7,续保,2025-03-19 00:00:00,365,286000.0,97051.91,76969.25659516799,2,54259,0.705,1000000,十级伤残:10%,江苏省,常州市,100,137,10,54,55,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,1.0,0.0,0.285,M|科学研究和技术服务业,M075|科技推广和应用服务业,M0759|其他科技推广服务业,
A891C4C2F75201,续保,2025-03-19 00:00:00,365,42946.2,0.0,9412.8657451884,1,44500,4.728,600000,十级伤残:10%,江苏省,南京市,38,38,12,9,8,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0,26,0,0,12,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.079,C|制造业,C038|电气机械和器材制造业,C0389|其他电气机械及器材制造,C03899|其他未列明电气机械及器材制造
4EDB24ED36A6A6,新单,2025-03-19 00:00:00,365,18568.0,1688.0,4439.671228992,0,0,0.0,500000,十级伤残:10%,江苏省,常州市,11,12,0,3,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.083,C|制造业,C034|通用设备制造业,C0348|通用零部件制造,C03489|其他通用零部件制造
1D73D4CDF369E2,新单,2025-03-19 00:00:00,365,20572.16,0.0,4508.96657139712,0,0,0.0,200000,十级伤残:10%,江苏省,常州市,32,32,8,10,3,1,0,0,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.031,C|制造业,C034|通用设备制造业,C0349|其他通用设备制造业,C03499|其他未列明通用设备制造业
EBFE547D1FFADF,续保,2025-03-19 00:00:00,365,23498.0,0.0,5150.246570836,0,0,0.0,500000,十级伤残:10%,山东省,烟台市,26,26,2,7,5,4,0,0,0,4,3,1,0,0,0,0,0,0,0,0,2,3,0,21,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C034|通用设备制造业,C0348|通用零部件制造,C03484|机械零部件加工
4E4C24DFF0C96A,续保,2025-03-19 00:00:00,365,3700.0,0.0,810.9589033999999,0,0,0.0,200000,十级伤残:10%,江苏省,无锡市,10,10,0,2,1,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C029|橡胶和塑料制品业,C0291|橡胶制品业,C02919|其他橡胶制品制造
FB4C7486ED34CD_3,续保,2025-03-19 00:00:00,365,16909.2,3700.04,4218.54944797922,1,2000,0.474,200000,十级伤残:10%,浙江省,金华市,50,62,17,3,4,4,0,0,12,7,12,3,0,0,0,0,0,0,0,0,11,0,51,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.387,C|制造业,C033|金属制品业,C0339|铸造及其他金属制品制造,C03399|其他未列明金属制品制造
63C874FA278CDD_4,续保,2025-03-19 00:00:00,365,41340.0,34045.92,14055.58260030912,1,2000,0.142,500000,十级伤残:10%,浙江省,金华市,30,57,11,14,15,2,0,0,2,5,6,2,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.07,C|制造业,C033|金属制品业,C0339|铸造及其他金属制品制造,C03399|其他未列明金属制品制造
B50004CD6AD7F4,续保,2025-03-19 00:00:00,365,24840.0,425.97,5511.17766899601,0,0,0.0,800000,十级伤残:5%,湖北省,武汉市,54,55,21,18,0,0,0,0,9,6,1,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.018,M|科学研究和技术服务业,M075|科技推广和应用服务业,M0759|其他科技推广服务业,
282CD468F8D954,新单,2025-03-19 00:00:00,365,17444.2,0.0,3823.3862980244,1,6500,1.7,600000,十级伤残:5%,江苏省,常州市,13,13,4,3,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.077,C|制造业,C035|专用设备制造业,C0359|环保、邮政、社会公共服务及其他专 用设备制造,C03599|其他专用设备制造
B40D84B089456C_1,续保,2025-03-19 00:00:00,365,68571.0,3683.46,15669.86199819078,2,57598,3.676,500000,十级伤残:10%,山东省,烟台市,61,64,2,7,16,10,7,3,1,2,6,8,2,0,0,0,0,0,0,0,4,0,19,41,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.016,C|制造业,C034|通用设备制造业,C0348|通用零部件制造,C03484|机械零部件加工
48F3A4A2EEF95D_1,续保,2025-03-19 00:00:00,365,12820.0,-5863.92,2630.35526140352,0,0,0.0,800000,十级伤残:5%,湖北省,武汉市,23,11,1,5,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.727,0.273,I|信息传输、软件和信息技术服务业,I065|软件和信息技术服务业,I0659|其他信息技术服务业,I06599|其他未列明信息技术服务业
7F10E43647FD6F_1,新单,2025-03-19 00:00:00,365,3790.0,0.0,830.68493078,0,0,0.0,200000,十级伤残:10%,江苏省,常州市,10,10,0,0,1,1,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C034|通用设备制造业,C0348|通用零部件制造,C03489|其他通用零部件制造
BEB6F433ED8E9E,新单,2025-03-19 00:00:00,365,19725.0,0.0,4323.28766745,0,0,0.0,500000,十级伤残:5%,江苏省,常州市,15,15,0,0,2,1,2,1,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C033|金属制品业,C0339|铸造及其他金属制品制造,C03399|其他未列明金属制品制造
608504C10C4CF9_1,续保,2025-03-19 00:00:00,365,13807.5,0.0,3026.301367215,0,0,0.0,1000000,十级伤残:3%,安徽省,合肥市,10,10,1,1,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.7,E|建筑业,E050|建筑装饰、装修和其他建筑业,E0501|建筑装饰和装修业,E05012|住宅装饰和装修
AA4DA402DA3406,续保,2025-03-19 00:00:00,365,20450.0,0.0,4482.1917769,0,0,0.0,800000,十级伤残:10%,江苏省,无锡市,10,10,0,3,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,C|制造业,C034|通用设备制造业,C0342|金属加工机械制造,C03429|其他金属加工机械制造
9F7A54CCF9C5BD_1,新单,2025-03-19 00:00:00,365,22963.5,24778.96,10174.03358074468,3,62000,6.094,500000,十级伤残:10%,浙江省,金华市,21,44,8,10,11,6,2,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.205,C|制造业,C041|其他制造业,C0419|其他未列明制造业,
D1CC34DCA23342,新单,2025-03-19 00:00:00,365,65745.0,4614.3,14425.1287540436,0,0,0.0,800000,十级伤残:5%,江苏省,常州市,32,35,2,8,10,6,3,0,0,1,0,3,1,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.714,0.0,0.029,C|制造业,C034|通用设备制造业,C0349|其他通用设备制造业,C03499|其他未列明通用设备制造业
B8D6B4F80EC97B,新单,2025-03-19 00:00:00,365,24516.0,0.0,5373.369858312,1,1000,0.186,300000,十级伤残:5%,安徽省,宿州市,36,36,2,6,2,2,0,0,0,3,9,10,2,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.028,C|制造业,C034|通用设备制造业,C0348|通用零部件制造,C03484|机械零部件加工
62C844B99C4E49,新单,2025-03-19 00:00:00,365,9636.0,0.0,2111.999998152,0,0,0.0,200000,十级伤残:5%,安徽省,宿州市,22,22,0,0,0,0,0,1,0,2,5,13,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C034|通用设备制造业,C0348|通用零部件制造,C03484|机械零部件加工
4D9604D2D4EADB,续保,2025-03-20 00:00:00,92,2227.86,0.0,1913.05369526472,0,0,0.0,200000,十级伤残:5%,上海,上海市,10,10,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0.6,0.0,0.3,I|信息传输、软件和信息技术服务业,I065|软件和信息技术服务业,I0651|软件开发,I06513|应用软件开发
3AE1D43F2D437F,新单,2025-03-20 00:00:00,365,34711.11,1679.65,7804.08436841376,0,0,0.0,500000,十级伤残:10%,江苏省,苏州市,19,20,0,6,6,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0.3,0.05,0.75,E|建筑业,E048|土木工程建筑业,E0489|其他土木工程建筑,E04899|其他土木工程建筑施工
9DE0B4EA68F518,续保,2025-03-20 00:00:00,365,4356.0,0.0,942.805478736,0,0,0.0,200000,十级伤残:10%,江苏省,常州市,12,12,0,1,1,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,F|批发和零售业,F051|批发业,F0519|其他批发业,F05199|其他未列明批发业
95D08480E014CA,续保,2025-03-20 00:00:00,365,9852.92,0.0,2132.54980659952,0,0,0.0,300000,十级伤残:10%,江苏省,常州市,19,19,0,1,0,1,0,0,0,1,4,9,3,0,0,0,0,0,0,14,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C034|通用设备制造业,C0348|通用零部件制造,C03484|机械零部件加工
60FA4479BE331F,续保,2025-03-20 00:00:00,365,9436.0,0.0,2042.312327216,0,0,0.0,500000,十级伤残:10%,江苏省,常州市,12,12,2,0,1,0,1,0,4,0,4,0,0,0,0,0,0,0,0,6,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.083,C|制造业,C034|通用设备制造业,C0349|其他通用设备制造业,C03499|其他未列明通用设备制造业
EC79D45686A472,新单,2025-03-20 00:00:00,365,5920.0,529.56,1347.0029738137998,1,2200,1.633,100000,十级伤残:5%,江苏省,常州市,20,22,5,5,2,4,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.091,C|制造业,C021|家具制造业,C0211|木质家具制造,
6D8C642A08B055_1,新单,2025-03-20 00:00:00,365,3615.3,0.0,782.4895884468,0,0,0.0,100000,十级伤残:10%,浙江省,金华市,13,13,3,1,2,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C041|其他制造业,C0419|其他未列明制造业,
4180F4D50CF5D8_2,新单,2025-03-20 00:00:00,365,6435.0,9808.79,2950.64729020466,1,86,0.029,200000,十级伤残:5%,安徽省,芜湖市,11,29,7,3,4,10,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.138,C|制造业,C041|其他制造业,C0419|其他未列明制造业,
96EBF459E65079,新单,2025-03-20 00:00:00,365,12600.0,0.0,2727.1232856,0,0,0.0,200000,十级伤残:10%,江苏省,无锡市,28,28,1,4,4,5,0,1,0,7,6,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C|制造业,C034|通用设备制造业,C0342|金属加工机械制造,C03429|其他金属加工机械制造
30F9043FE757D8_1,续保,2025-03-20 00:00:00,365,13203.75,0.0,2857.797943035,0,0,0.0,1000000,十级伤残:5%,江苏省,苏州市,10,10,5,0,0,3,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.1,C|制造业,C018|纺织服装、服饰业,C0183|服饰制造,
791D34BCB23650_1,续保,2025-03-20 00:00:00,365,42411.6,0.0,9179.4969793296,1,1500,0.163,800000,十级伤残:10%,江苏省,无锡市,21,21,0,1,0,2,3,0,0,0,4,6,4,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.095,C|制造业,C034|通用设备制造业,C0348|通用零部件制造,C03484|机械零部件加工
